name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,genre,related_artists
"When Did You Stop Loving Me, When Did I Stop Loving You - Reprise",Here My Dear,Marvin Gaye,1978-12-15,47266,16,0.734,0.688,0.379,0.0175,0.082,-17.095,0.0653,108.941,4,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
Stardust,Stardust,Willie Nelson,1978-04-01,230933,41,0.881,0.549,0.267,0.0209,0.137,-12.382,0.0416,144.546,4,classic country pop,"['Kris Kristofferson', 'Waylon Jennings', 'Merle Haggard', 'The Highwaymen', 'Hank Williams']"
Georgia On My Mind,Stardust,Willie Nelson,1978-04-01,259360,44,0.8,0.533,0.215,0.0336,0.14,-12.854,0.0396,67.985,4,classic country pop,"['Kris Kristofferson', 'Waylon Jennings', 'Merle Haggard', 'The Highwaymen', 'Hank Williams']"
Blue Skies,Stardust,Willie Nelson,1978-04-01,213440,49,0.207,0.381,0.335,0.088,0.1,-12.797,0.0362,83.792,4,classic country pop,"['Kris Kristofferson', 'Waylon Jennings', 'Merle Haggard', 'The Highwaymen', 'Hank Williams']"
All of Me,Stardust,Willie Nelson,1978-04-01,232973,37,0.47,0.594,0.481,0.0655,0.168,-11.496,0.0655,144.119,4,classic country pop,"['Kris Kristofferson', 'Waylon Jennings', 'Merle Haggard', 'The Highwaymen', 'Hank Williams']"
Unchained Melody,Stardust,Willie Nelson,1978-04-01,228800,34,0.894,0.42,0.191,0.128,0.143,-15.063,0.0315,76.246,4,classic country pop,"['Kris Kristofferson', 'Waylon Jennings', 'Merle Haggard', 'The Highwaymen', 'Hank Williams']"
September Song,Stardust,Willie Nelson,1978-04-01,273333,32,0.916,0.295,0.114,0.0336,0.163,-14.657,0.0333,69.427,4,classic country pop,"['Kris Kristofferson', 'Waylon Jennings', 'Merle Haggard', 'The Highwaymen', 'Hank Williams']"
On the Sunny Side of the Street,Stardust,Willie Nelson,1978-04-01,154706,33,0.243,0.685,0.371,0.0161,0.109,-11.688,0.115,120.931,4,classic country pop,"['Kris Kristofferson', 'Waylon Jennings', 'Merle Haggard', 'The Highwaymen', 'Hank Williams']"
Moonlight In Vermont,Stardust,Willie Nelson,1978-04-01,203933,36,0.808,0.518,0.187,0.0535,0.106,-14.693,0.035,63.478,4,classic country pop,"['Kris Kristofferson', 'Waylon Jennings', 'Merle Haggard', 'The Highwaymen', 'Hank Williams']"
Don't Get Around Much Anymore,Stardust,Willie Nelson,1978-04-01,151466,31,0.817,0.687,0.293,7.39e-05,0.237,-10.483,0.0461,120.058,4,classic country pop,"['Kris Kristofferson', 'Waylon Jennings', 'Merle Haggard', 'The Highwaymen', 'Hank Williams']"
Someone to Watch Over Me,Stardust,Willie Nelson,1978-04-01,241573,31,0.783,0.609,0.24,0.000191,0.108,-10.179,0.0259,73.815,4,classic country pop,"['Kris Kristofferson', 'Waylon Jennings', 'Merle Haggard', 'The Highwaymen', 'Hank Williams']"
Chic Cheer - 2018 Remaster,C'est Chic (2018 Remaster),CHIC,1978-08-11,284666,35,0.00285,0.862,0.67,0.185,0.845,-15.172,0.326,113.05,4,disco,"['Sister Sledge', 'Shalamar', 'The Trammps', 'Tavares', 'Odyssey']"
Le Freak - 2018 Remaster,C'est Chic (2018 Remaster),CHIC,1978-08-11,331360,65,0.0258,0.91,0.641,6.42e-05,0.0642,-11.316,0.0589,118.533,4,disco,"['Sister Sledge', 'Shalamar', 'The Trammps', 'Tavares', 'Odyssey']"
Savoir Faire - 2018 Remaster,C'est Chic (2018 Remaster),CHIC,1978-08-11,304760,32,0.489,0.51,0.658,0.556,0.0538,-10.981,0.0299,141.771,4,disco,"['Sister Sledge', 'Shalamar', 'The Trammps', 'Tavares', 'Odyssey']"
Happy Man - 2018 Remaster,C'est Chic (2018 Remaster),CHIC,1978-08-11,266106,27,0.0127,0.617,0.859,0.000565,0.0768,-11.954,0.034,101.686,4,disco,"['Sister Sledge', 'Shalamar', 'The Trammps', 'Tavares', 'Odyssey']"
I Want Your Love - 2018 Remaster,C'est Chic (2018 Remaster),CHIC,1978-08-11,413586,54,0.0185,0.699,0.604,0.073,0.0868,-13.404,0.0359,114.226,4,disco,"['Sister Sledge', 'Shalamar', 'The Trammps', 'Tavares', 'Odyssey']"
At Last I Am Free - 2018 Remaster,C'est Chic (2018 Remaster),CHIC,1978-08-11,433720,27,0.769,0.638,0.299,0.0,0.0855,-15.797,0.0317,110.389,4,disco,"['Sister Sledge', 'Shalamar', 'The Trammps', 'Tavares', 'Odyssey']"
Sometimes You Win - 2018 Remaster,C'est Chic (2018 Remaster),CHIC,1978-08-11,269226,24,0.0124,0.622,0.593,1.83e-06,0.184,-13.348,0.0334,102.515,4,disco,"['Sister Sledge', 'Shalamar', 'The Trammps', 'Tavares', 'Odyssey']"
(Funny) Bone - 2018 Remaster,C'est Chic (2018 Remaster),CHIC,1978-08-11,224333,26,0.0309,0.844,0.561,0.764,0.683,-11.854,0.0518,99.789,4,disco,"['Sister Sledge', 'Shalamar', 'The Trammps', 'Tavares', 'Odyssey']"
Art-I-Ficial,Germ Free Adolescents: The Anthology,X-Ray Spex,2001,204800,0,0.062,0.452,0.911,0.00184,0.0595,-6.578,0.0873,158.937,4,black punk,"['The Slits', 'The Adverts', 'Poly Styrene', 'The Rezillos', 'The Vibrators']"
Obsessed with You,Germ Free Adolescents: The Anthology,X-Ray Spex,2001,150533,0,0.0117,0.526,0.892,0.000243,0.05,-7.212,0.1,121.605,4,black punk,"['The Slits', 'The Adverts', 'Poly Styrene', 'The Rezillos', 'The Vibrators']"
Warrior In Woolworths,Germ Free Adolescents: The Anthology,X-Ray Spex,2001,186973,0,0.0908,0.413,0.727,9.82e-06,0.14,-7.01,0.0468,150.29,4,black punk,"['The Slits', 'The Adverts', 'Poly Styrene', 'The Rezillos', 'The Vibrators']"
Let's Submerge,Germ Free Adolescents: The Anthology,X-Ray Spex,2001,206533,0,0.000798,0.389,0.866,0.0363,0.0809,-7.589,0.033,162.827,4,black punk,"['The Slits', 'The Adverts', 'Poly Styrene', 'The Rezillos', 'The Vibrators']"
I Can't Do Anything,Germ Free Adolescents: The Anthology,X-Ray Spex,2001,178160,0,0.0924,0.598,0.704,0.0102,0.0497,-7.265,0.0882,148.254,4,black punk,"['The Slits', 'The Adverts', 'Poly Styrene', 'The Rezillos', 'The Vibrators']"
Identity,Germ Free Adolescents: The Anthology,X-Ray Spex,2001,145506,0,0.0156,0.457,0.898,1.12e-05,0.0665,-7.556,0.0328,154.813,4,black punk,"['The Slits', 'The Adverts', 'Poly Styrene', 'The Rezillos', 'The Vibrators']"
Genetic Engineering,Germ Free Adolescents: The Anthology,X-Ray Spex,2001,169306,0,0.0491,0.434,0.922,0.0205,0.026,-6.691,0.0914,150.369,4,black punk,"['The Slits', 'The Adverts', 'Poly Styrene', 'The Rezillos', 'The Vibrators']"
I Live Off You,Germ Free Adolescents: The Anthology,X-Ray Spex,2001,129133,0,0.0107,0.454,0.862,3.32e-05,0.143,-6.955,0.0551,155.596,4,black punk,"['The Slits', 'The Adverts', 'Poly Styrene', 'The Rezillos', 'The Vibrators']"
I Am a Poseur,Germ Free Adolescents: The Anthology,X-Ray Spex,2001,154466,0,0.000549,0.305,0.827,0.437,0.11,-8.735,0.0586,197.066,4,black punk,"['The Slits', 'The Adverts', 'Poly Styrene', 'The Rezillos', 'The Vibrators']"
Germ Free Adolescents,Germ Free Adolescents: The Anthology,X-Ray Spex,2001,194266,0,0.201,0.832,0.704,0.0377,0.0937,-8.973,0.0707,128.41,4,black punk,"['The Slits', 'The Adverts', 'Poly Styrene', 'The Rezillos', 'The Vibrators']"
Plastic Bag,Germ Free Adolescents: The Anthology,X-Ray Spex,2001,294933,0,0.0449,0.428,0.842,0.00731,0.345,-6.57,0.0624,117.782,4,black punk,"['The Slits', 'The Adverts', 'Poly Styrene', 'The Rezillos', 'The Vibrators']"
The Day the World Turned Day-Glo,Germ Free Adolescents: The Anthology,X-Ray Spex,2001,173800,0,0.023,0.52,0.862,0.000898,0.0997,-7.518,0.0449,149.749,4,black punk,"['The Slits', 'The Adverts', 'Poly Styrene', 'The Rezillos', 'The Vibrators']"
1/1 - Remastered 2004,Ambient 1: Music For Airports (Remastered 2004),Brian Eno,1978,1041520,49,0.982,0.26,0.00397,0.913,0.102,-31.095,0.0406,82.862,4,unknown,"['Harold Budd', 'CAN', 'William Basinski', 'John Cale', 'Tim Hecker']"
2/1 - Remastered 2004,Ambient 1: Music For Airports (Remastered 2004),Brian Eno,1978,534213,42,0.945,0.119,0.0758,0.973,0.0497,-23.943,0.0536,94.577,4,unknown,"['Harold Budd', 'CAN', 'William Basinski', 'John Cale', 'Tim Hecker']"
1/2 - Remastered 2004,Ambient 1: Music For Airports (Remastered 2004),Brian Eno,1978,727080,41,0.972,0.133,0.0159,0.943,0.089,-25.925,0.0481,80.176,4,unknown,"['Harold Budd', 'CAN', 'William Basinski', 'John Cale', 'Tim Hecker']"
2/2 - Remastered 2004,Ambient 1: Music For Airports (Remastered 2004),Brian Eno,1978,578466,41,0.976,0.063,0.0295,0.947,0.108,-25.697,0.0361,67.369,4,unknown,"['Harold Budd', 'CAN', 'William Basinski', 'John Cale', 'Tim Hecker']"
Pure,The Scream,Siouxsie and the Banshees,1978-11-13,111600,25,0.0229,0.291,0.088,0.914,0.114,-20.127,0.0353,82.836,4,alternative rock,"['Bauhaus', 'Christian Death', 'Sisters of Mercy', 'Echo & the Bunnymen', 'Alien Sex Fiend']"
Jigsaw Feeling,The Scream,Siouxsie and the Banshees,1978-11-13,278853,34,3.3e-05,0.38,0.919,0.789,0.105,-8.342,0.0474,153.069,4,alternative rock,"['Bauhaus', 'Christian Death', 'Sisters of Mercy', 'Echo & the Bunnymen', 'Alien Sex Fiend']"
Overground,The Scream,Siouxsie and the Banshees,1978-11-13,227600,27,0.192,0.629,0.285,0.227,0.0939,-11.205,0.0429,111.321,5,alternative rock,"['Bauhaus', 'Christian Death', 'Sisters of Mercy', 'Echo & the Bunnymen', 'Alien Sex Fiend']"
Carcass,The Scream,Siouxsie and the Banshees,1978-11-13,229573,31,0.0222,0.6,0.798,0.786,0.546,-7.273,0.0467,144.751,4,alternative rock,"['Bauhaus', 'Christian Death', 'Sisters of Mercy', 'Echo & the Bunnymen', 'Alien Sex Fiend']"
Helter Skelter,The Scream,Siouxsie and the Banshees,1978-11-13,227453,31,0.00502,0.338,0.921,0.901,0.085,-6.053,0.151,152.497,4,alternative rock,"['Bauhaus', 'Christian Death', 'Sisters of Mercy', 'Echo & the Bunnymen', 'Alien Sex Fiend']"
Mirage,The Scream,Siouxsie and the Banshees,1978-11-13,170973,31,0.000198,0.353,0.861,0.125,0.319,-6.75,0.0457,158.196,4,alternative rock,"['Bauhaus', 'Christian Death', 'Sisters of Mercy', 'Echo & the Bunnymen', 'Alien Sex Fiend']"
Metal Postcard (Mittageisen),The Scream,Siouxsie and the Banshees,1978-11-13,254506,26,0.0703,0.682,0.524,0.115,0.0626,-7.154,0.035,98.321,4,alternative rock,"['Bauhaus', 'Christian Death', 'Sisters of Mercy', 'Echo & the Bunnymen', 'Alien Sex Fiend']"
Nicotine Stain,The Scream,Siouxsie and the Banshees,1978-11-13,177120,30,0.00266,0.475,0.759,0.316,0.0496,-5.496,0.0348,148.106,4,alternative rock,"['Bauhaus', 'Christian Death', 'Sisters of Mercy', 'Echo & the Bunnymen', 'Alien Sex Fiend']"
Suburban Relapse,The Scream,Siouxsie and the Banshees,1978-11-13,253040,23,0.000823,0.283,0.835,0.81,0.063,-5.842,0.0633,135.058,4,alternative rock,"['Bauhaus', 'Christian Death', 'Sisters of Mercy', 'Echo & the Bunnymen', 'Alien Sex Fiend']"
Switch,The Scream,Siouxsie and the Banshees,1978-11-13,417226,27,0.0196,0.396,0.614,0.195,0.0725,-8.729,0.0491,136.584,4,alternative rock,"['Bauhaus', 'Christian Death', 'Sisters of Mercy', 'Echo & the Bunnymen', 'Alien Sex Fiend']"
Highway to Hell,Highway to Hell,AC/DC,1979-07-27,208400,84,0.061,0.574,0.913,0.00158,0.156,-4.793,0.133,115.728,4,australian rock,"['Twisted Sister', 'Alice Cooper', 'Van Halen', 'Poison', 'Quiet Riot']"
Girls Got Rhythm,Highway to Hell,AC/DC,1979-07-27,203293,66,0.0513,0.512,0.979,0.00102,0.358,-4.267,0.156,137.794,4,australian rock,"['Twisted Sister', 'Alice Cooper', 'Van Halen', 'Poison', 'Quiet Riot']"
Walk All Over You,Highway to Hell,AC/DC,1979-07-27,310000,56,0.00791,0.233,0.87,0.0198,0.251,-4.653,0.0643,162.003,4,australian rock,"['Twisted Sister', 'Alice Cooper', 'Van Halen', 'Poison', 'Quiet Riot']"
Touch Too Much,Highway to Hell,AC/DC,1979-07-27,266266,63,0.037,0.524,0.906,3.64e-05,0.309,-4.301,0.0963,123.1,4,australian rock,"['Twisted Sister', 'Alice Cooper', 'Van Halen', 'Poison', 'Quiet Riot']"
Beating Around the Bush,Highway to Hell,AC/DC,1979-07-27,235706,48,0.00102,0.476,0.889,0.102,0.17,-5.733,0.1,115.754,4,australian rock,"['Twisted Sister', 'Alice Cooper', 'Van Halen', 'Poison', 'Quiet Riot']"
Shot Down in Flames,Highway to Hell,AC/DC,1979-07-27,202866,59,0.00164,0.531,0.864,0.132,0.884,-4.534,0.08,130.722,4,australian rock,"['Twisted Sister', 'Alice Cooper', 'Van Halen', 'Poison', 'Quiet Riot']"
Get It Hot,Highway to Hell,AC/DC,1979-07-27,154506,47,0.000514,0.648,0.831,0.564,0.0951,-4.635,0.0329,129.855,4,australian rock,"['Twisted Sister', 'Alice Cooper', 'Van Halen', 'Poison', 'Quiet Riot']"
If You Want Blood (You've Got It),Highway to Hell,AC/DC,1979-07-27,274226,64,0.0311,0.487,0.932,0.149,0.43,-4.001,0.117,141.243,4,australian rock,"['Twisted Sister', 'Alice Cooper', 'Van Halen', 'Poison', 'Quiet Riot']"
Love Hungry Man,Highway to Hell,AC/DC,1979-07-27,257173,46,0.0019,0.511,0.838,0.0653,0.24,-5.026,0.0516,120.181,4,australian rock,"['Twisted Sister', 'Alice Cooper', 'Van Halen', 'Poison', 'Quiet Riot']"
Night Prowler,Highway to Hell,AC/DC,1979-07-27,387960,48,0.024,0.251,0.73,0.0137,0.181,-5.002,0.0615,197.304,3,australian rock,"['Twisted Sister', 'Alice Cooper', 'Van Halen', 'Poison', 'Quiet Riot']"
He's the Greatest Dancer - 1995 Remaster,We Are Family (1995 Remaster),Sister Sledge,1979-02-15,375400,61,0.00115,0.7,0.816,0.00123,0.0901,-9.711,0.044,113.244,4,disco,"['CHIC', 'The Three Degrees', 'The Pointer Sisters', 'Shalamar', 'Ashford & Simpson']"
Lost in Music - 1995 Remaster,We Are Family (1995 Remaster),Sister Sledge,1979-02-15,287440,57,0.0544,0.758,0.841,0.000153,0.103,-7.509,0.0319,114.487,4,disco,"['CHIC', 'The Three Degrees', 'The Pointer Sisters', 'Shalamar', 'Ashford & Simpson']"
Somebody Loves Me - 1995 Remaster,We Are Family (1995 Remaster),Sister Sledge,1979-02-15,293400,22,0.07,0.48,0.444,0.0,0.103,-11.132,0.035,117.622,4,disco,"['CHIC', 'The Three Degrees', 'The Pointer Sisters', 'Shalamar', 'Ashford & Simpson']"
Thinking of You - 1995 Remaster,We Are Family (1995 Remaster),Sister Sledge,1979-02-15,266826,62,0.129,0.661,0.846,5.17e-06,0.0355,-8.869,0.0467,101.068,4,disco,"['CHIC', 'The Three Degrees', 'The Pointer Sisters', 'Shalamar', 'Ashford & Simpson']"
We Are Family - 1995 Remaster,We Are Family (1995 Remaster),Sister Sledge,1979-02-15,216733,68,0.3,0.784,0.893,1.57e-05,0.272,-5.153,0.0923,118.738,4,disco,"['CHIC', 'The Three Degrees', 'The Pointer Sisters', 'Shalamar', 'Ashford & Simpson']"
Easier to Love - 1995 Remaster,We Are Family (1995 Remaster),Sister Sledge,1979-02-15,301880,36,0.0709,0.651,0.656,4.93e-05,0.312,-10.434,0.0358,86.522,4,disco,"['CHIC', 'The Three Degrees', 'The Pointer Sisters', 'Shalamar', 'Ashford & Simpson']"
You're a Friend to Me - 1995 Remaster,We Are Family (1995 Remaster),Sister Sledge,1979-02-15,326200,21,0.0642,0.545,0.531,0.000226,0.0404,-10.995,0.0313,131.741,4,disco,"['CHIC', 'The Three Degrees', 'The Pointer Sisters', 'Shalamar', 'Ashford & Simpson']"
One More Time - 1995 Remaster,We Are Family (1995 Remaster),Sister Sledge,1979-02-15,192693,26,0.0652,0.721,0.749,4.49e-06,0.108,-10.781,0.0285,101.695,4,disco,"['CHIC', 'The Three Degrees', 'The Pointer Sisters', 'Shalamar', 'Ashford & Simpson']"
Street Life,Street Life,The Crusaders,1979-01-01,678200,44,0.322,0.543,0.414,0.00127,0.0685,-15.35,0.0513,110.946,4,jazz funk,"['The Jazz Crusaders', 'Ronnie Laws', 'Joe Sample', 'Ramsey Lewis', 'George Duke']"
My Lady,Street Life,The Crusaders,1979-01-01,403200,27,0.281,0.645,0.353,0.795,0.0586,-16.28,0.0351,90.518,4,jazz funk,"['The Jazz Crusaders', 'Ronnie Laws', 'Joe Sample', 'Ramsey Lewis', 'George Duke']"
Rodeo Drive (High Steppin'),Street Life,The Crusaders,1979-01-01,263693,21,0.278,0.65,0.582,0.377,0.0818,-12.149,0.0287,133.083,4,jazz funk,"['The Jazz Crusaders', 'Ronnie Laws', 'Joe Sample', 'Ramsey Lewis', 'George Duke']"
Carnival Of The Night,Street Life,The Crusaders,1979-01-01,382373,19,0.166,0.512,0.613,0.0779,0.0751,-14.649,0.0356,106.499,4,jazz funk,"['The Jazz Crusaders', 'Ronnie Laws', 'Joe Sample', 'Ramsey Lewis', 'George Duke']"
The Hustler,Street Life,The Crusaders,1979-01-01,326160,18,0.107,0.768,0.451,0.596,0.0374,-14.176,0.0536,95.521,4,jazz funk,"['The Jazz Crusaders', 'Ronnie Laws', 'Joe Sample', 'Ramsey Lewis', 'George Duke']"
Night Faces,Street Life,The Crusaders,1979-01-01,308933,17,0.259,0.587,0.349,0.669,0.0762,-16.532,0.043,76.624,4,jazz funk,"['The Jazz Crusaders', 'Ronnie Laws', 'Joe Sample', 'Ramsey Lewis', 'George Duke']"
Planet Claire,B-52's,The B-52's,1979-01-01,276712,39,0.0655,0.708,0.413,0.637,0.347,-13.756,0.0522,141.762,4,unknown,"['DEVO', ""The Go-Go's"", 'Adam Ant', 'Pretenders', 'Oingo Boingo']"
52 Girls,B-52's,The B-52's,1979-01-01,215445,35,0.00355,0.638,0.687,0.0126,0.027,-9.775,0.0302,101.147,4,unknown,"['DEVO', ""The Go-Go's"", 'Adam Ant', 'Pretenders', 'Oingo Boingo']"
Dance This Mess Around,B-52's,The B-52's,1979-01-01,276672,36,0.0398,0.607,0.676,0.000735,0.136,-10.25,0.079,161.24,4,unknown,"['DEVO', ""The Go-Go's"", 'Adam Ant', 'Pretenders', 'Oingo Boingo']"
Rock Lobster,B-52's,The B-52's,1979-01-01,412032,49,0.0462,0.6,0.814,0.0268,0.0509,-11.51,0.0481,92.225,4,unknown,"['DEVO', ""The Go-Go's"", 'Adam Ant', 'Pretenders', 'Oingo Boingo']"
Lava,B-52's,The B-52's,1979-01-01,295432,24,0.0421,0.611,0.799,0.0689,0.12,-10.21,0.0486,143.39,4,unknown,"['DEVO', ""The Go-Go's"", 'Adam Ant', 'Pretenders', 'Oingo Boingo']"
There's A Moon In The Sky (Called The Moon),B-52's,The B-52's,1979-01-01,297868,23,0.00461,0.432,0.637,0.00394,0.211,-11.23,0.0914,164.475,4,unknown,"['DEVO', ""The Go-Go's"", 'Adam Ant', 'Pretenders', 'Oingo Boingo']"
Hero Worship,B-52's,The B-52's,1979-01-01,248325,20,0.0586,0.528,0.883,0.000349,0.226,-10.162,0.0535,145.404,4,unknown,"['DEVO', ""The Go-Go's"", 'Adam Ant', 'Pretenders', 'Oingo Boingo']"
6060-842 (6060 842),B-52's,The B-52's,1979-01-01,172605,23,0.105,0.589,0.643,0.112,0.194,-10.476,0.0649,165.314,4,unknown,"['DEVO', ""The Go-Go's"", 'Adam Ant', 'Pretenders', 'Oingo Boingo']"
Downtown,B-52's,The B-52's,1979-01-01,179388,20,0.29,0.648,0.827,0.695,0.384,-11.864,0.0448,134.356,4,unknown,"['DEVO', ""The Go-Go's"", 'Adam Ant', 'Pretenders', 'Oingo Boingo']"
Cool in the Pool,Movies,Holger Czukay,1980-01-01,263463,1,0.173,0.767,0.535,0.00217,0.05,-10.272,0.0682,108.852,4,experimental,"['Moebius', 'Harmonia', 'La Düsseldorf', 'Jaki Liebezeit', 'Cluster']"
"Oh Lord, Give Us More Money",Movies,Holger Czukay,1980-01-01,801730,0,0.237,0.402,0.537,0.0736,0.0965,-10.351,0.0353,132.547,4,experimental,"['Moebius', 'Harmonia', 'La Düsseldorf', 'Jaki Liebezeit', 'Cluster']"
Persian Love,Movies,Holger Czukay,1980-01-01,384699,1,0.598,0.595,0.538,0.18,0.272,-10.973,0.0353,86.953,4,experimental,"['Moebius', 'Harmonia', 'La Düsseldorf', 'Jaki Liebezeit', 'Cluster']"
Hollywood Symphony,Movies,Holger Czukay,1980-01-01,903463,0,0.283,0.304,0.529,0.222,0.408,-10.321,0.0516,204.327,4,experimental,"['Moebius', 'Harmonia', 'La Düsseldorf', 'Jaki Liebezeit', 'Cluster']"
Message In A Bottle,Reggatta De Blanc - Remastered 2003,The Police,1979-10-02,290280,76,0.0338,0.577,0.808,1.33e-05,0.221,-7.04,0.039,151.008,4,album rock,"['Men At Work', 'Billy Idol', 'Duran Duran', 'R.E.M.', 'Simple Minds']"
Reggatta De Blanc,Reggatta De Blanc - Remastered 2003,The Police,1979-10-02,185133,45,0.000968,0.347,0.911,0.0165,0.0775,-7.036,0.0603,159.41,4,album rock,"['Men At Work', 'Billy Idol', 'Duran Duran', 'R.E.M.', 'Simple Minds']"
It's Alright For You,Reggatta De Blanc - Remastered 2003,The Police,1979-10-02,192013,41,0.0261,0.523,0.957,0.00863,0.247,-6.061,0.0598,172.036,4,album rock,"['Men At Work', 'Billy Idol', 'Duran Duran', 'R.E.M.', 'Simple Minds']"
Bring On The Night,Reggatta De Blanc - Remastered 2003,The Police,1979-10-02,255213,54,0.0566,0.727,0.627,0.003,0.0779,-11.7,0.0633,109.603,4,album rock,"['Men At Work', 'Billy Idol', 'Duran Duran', 'R.E.M.', 'Simple Minds']"
Deathwish,Reggatta De Blanc - Remastered 2003,The Police,1979-10-02,251960,38,0.000153,0.682,0.876,0.393,0.0489,-11.078,0.0493,90.259,4,album rock,"['Men At Work', 'Billy Idol', 'Duran Duran', 'R.E.M.', 'Simple Minds']"
Walking On The Moon,Reggatta De Blanc - Remastered 2003,The Police,1979-10-02,300826,65,0.00142,0.514,0.34,0.0173,0.213,-12.779,0.0537,145.992,4,album rock,"['Men At Work', 'Billy Idol', 'Duran Duran', 'R.E.M.', 'Simple Minds']"
On Any Other Day,Reggatta De Blanc - Remastered 2003,The Police,1979-10-02,176973,37,0.0514,0.656,0.745,0.0,0.374,-8.834,0.103,157.443,4,album rock,"['Men At Work', 'Billy Idol', 'Duran Duran', 'R.E.M.', 'Simple Minds']"
The Bed's Too Big Without You,Reggatta De Blanc - Remastered 2003,The Police,1979-10-02,265093,52,0.0287,0.736,0.75,0.19,0.0518,-11.273,0.106,90.751,4,album rock,"['Men At Work', 'Billy Idol', 'Duran Duran', 'R.E.M.', 'Simple Minds']"
Contact,Reggatta De Blanc - Remastered 2003,The Police,1979-10-02,157333,36,0.187,0.574,0.859,0.0117,0.152,-8.274,0.0411,95.215,4,album rock,"['Men At Work', 'Billy Idol', 'Duran Duran', 'R.E.M.', 'Simple Minds']"
Does Everyone Stare,Reggatta De Blanc - Remastered 2003,The Police,1979-10-02,227973,36,0.122,0.611,0.754,4.92e-05,0.0471,-9.162,0.0414,128.979,4,album rock,"['Men At Work', 'Billy Idol', 'Duran Duran', 'R.E.M.', 'Simple Minds']"
No Time This Time,Reggatta De Blanc - Remastered 2003,The Police,1979-10-02,197666,35,0.022,0.294,0.969,0.00226,0.0654,-5.659,0.12,201.411,4,album rock,"['Men At Work', 'Billy Idol', 'Duran Duran', 'R.E.M.', 'Simple Minds']"
Frightened,Live at the Witch Trials,The Fall,1979-03-16,302986,0,0.0133,0.407,0.612,0.151,0.133,-8.386,0.0331,149.356,4,alternative rock,"['The Sound Of Animals Fighting', 'Fear Before The March Of Flames', 'The Number Twelve Looks Like You', 'A Lot Like Birds', 'Sianvar']"
Crap Rap 2 / Like to Blow,Live at the Witch Trials,The Fall,1979-03-16,124760,0,0.00388,0.482,0.753,0.0148,0.0761,-8.805,0.0563,107.332,4,alternative rock,"['The Sound Of Animals Fighting', 'Fear Before The March Of Flames', 'The Number Twelve Looks Like You', 'A Lot Like Birds', 'Sianvar']"
